,ID Acometida,geometry,Sector GIS,Sector Contratos,Problemas,Sugerencias
2808,1338854,POINT (444353.8295 4111331.577299999),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2809,1338849,POINT (444356.0713999998 4111338.8210000005),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2810,1338855,POINT (444356.733 4111340.9584999997),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2811,1338851,POINT (444358.6152999997 4111346.311899999),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2814,1338853,POINT (444361.02799999993 4111353.1257000007),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2815,1338856,POINT (444360.7209000001 4111352.258300001),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2816,1338857,POINT (444361.9127000002 4111355.6242999993),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2817,1338831,POINT (444312.84729999956 4111209.2446999997),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2820,1338830,POINT (444308.87239999976 4111198.1247000005),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2823,1338829,POINT (444299.5828999998 4111168.6765),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2828,1338824,POINT (444264.4469999997 4111041.3259999994),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2829,1338825,POINT (444265.4176000003 4111052.2882000003),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2830,3085547,POINT (444265.50409999955 4111061.8095999993),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
2833,3054061,POINT (444680.7385999998 4111547.5429),CAMPO DE FUTBOL,CAMPO DE FUTBOL,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
2893,1340918,POINT (444832.12679999974 4111750.0067999996),CAMPO DE FUTBOL,CAMPO DE FUTBOL,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
2916,1343737,POINT (444914.6024000002 4111317.6282),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
2937,1343366,POINT (444874.52969999984 4111252.3662),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
2953,1342983,POINT (444976.8032999998 4111243.8739),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
2976,1344398,POINT (444345.54590000026 4111471.8358999994),CAMPO DE FUTBOL,CAMPO DE FUTBOL,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
2977,1344396,POINT (444348.36230000015 4111477.1371),CAMPO DE FUTBOL,CAMPO DE FUTBOL,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
2996,1342645,POINT (444198.3312999997 4111373.3227999993),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3058,1341999,POINT (444804.3388 4111084.6951),PARQUE 28 DE FEBRERO,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
3070,1342005,POINT (444859.55040000007 4110989.7147000004),PARQUE 28 DE FEBRERO,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
3071,1342007,POINT (444866.8276000004 4110975.9854000006),PARQUE 28 DE FEBRERO,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
3072,1342009,POINT (444873.85919999983 4110962.7196999993),PARQUE 28 DE FEBRERO,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
3081,1344548,POINT (444679.90029999986 4111289.808599999),CAMPO DE FUTBOL,PARQUE 28 DE FEBRERO,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: CAMPO DE FUTBOL"
3131,1341276,POINT (445170.4308000002 4111119.7907999996),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3136,1341252,POINT (444978.4282999998 4110897.8555999994),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3142,1341250,POINT (444967.25850000046 4110885.926999999),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3197,1343780,POINT (445174.10059999954 4111085.0206000004),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3201,1343783,POINT (445180.97670000046 4111074.6457),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3205,1343787,POINT (445187.5582999997 4111064.715),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3209,1343790,POINT (445194.22640000004 4111054.6538999993),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3213,1343793,POINT (445200.81039999984 4111044.7196999993),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3229,1339077,POINT (445077.2204 4110987.1171000004),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3266,1343749,POINT (445007.7763 4111384.8027999997),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3276,1343422,POINT (445099.83019999973 4111377.8659000006),NEVADA,PARQUE 28 DE FEBRERO,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: NEVADA"
3309,1344057,POINT (445120.17310000025 4111352.6053),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3326,1344079,POINT (445052.6732999999 4111473.3345),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3338,1339792,POINT (444849.1177000003 4110915.0906000007),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3348,1339802,POINT (444818.15869999956 4110878.8102),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
3355,1339798,POINT (444811.76779999956 4110883.092599999),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3371,1339800,POINT (444804.84520000033 4110865.9082999993),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3437,1339804,POINT (444776.57600000035 4110836.7915000003),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
3467,1339806,POINT (444765.2093000002 4110820.0320999995),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4045,1342248,POINT (444889.59059999976 4110825.630999999),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4066,1340570,POINT (444901.65809999965 4110692.9449000005),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4069,1340581,POINT (445022.6867000004 4110621.4891999997),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
4326,1341664,POINT (444626.4335000003 4111232.4222),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4522,1341626,POINT (444621.64020000026 4110915.397500001),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4524,1341627,POINT (444615.7647000002 4110919.0241),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4559,1339943,POINT (444376.6409 4111079.0818000007),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4685,1338814,POINT (444313.7037000004 4111059.5144999996),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4767,1338827,POINT (444265.8015999999 4111057.149700001),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
4790,1344302,POINT (445353.4419 4111081.201300001),PARQUE 28 DE FEBRERO,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4796,1341150,POINT (445264.4979999997 4110842.378900001),PARQUE 28 DE FEBRERO,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4828,1344263,POINT (445297.2045999998 4110960.044399999),PARQUE 28 DE FEBRERO,PARQUE 28 DE FEBRERO,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4843,1344315,POINT (445259.2187999999 4111146.8970999997),NEVADA,PARQUE 28 DE FEBRERO,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: NEVADA"
4847,1341283,POINT (446130.49289999995 4111811.287799999),FERIA DE MUESTRAS,FERIA DE MUESTRAS,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4857,3206188,POINT (445368.8847000003 4111046.9740999993),PARQUE 28 DE FEBRERO,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4858,3202479,POINT (445332.33660000004 4111013.0398999993),PARQUE 28 DE FEBRERO,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4874,3210539,POINT (445344.9621000001 4110999.667199999),PARQUE 28 DE FEBRERO,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4875,3201778,POINT (445325.3222000003 4110935.006100001),PARQUE 28 DE FEBRERO,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
4878,1344584,POINT (445593.5098000001 4112024.9272000007),CAMPO DE FUTBOL,CAMPO DE FUTBOL,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
4899,1344557,POINT (444809.6936999997 4111396.9507999998),CAMPO DE FUTBOL,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: CAMPO DE FUTBOL"
5011,1340588,POINT (445199.7422000002 4110554.5067999996),CAMPO DE FUTBOL,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: CAMPO DE FUTBOL"
5012,1343664,POINT (445122.0390999997 4110624.741800001),CAMPO DE FUTBOL,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: CAMPO DE FUTBOL"
5013,1343666,POINT (445249.4128999999 4110725.7968000006),NEVADA,PARQUE 28 DE FEBRERO,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: NEVADA"
5026,1343162,POINT (445573.3826000001 4111622.7256000005),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5038,1344268,POINT (445231.6568999998 4111428.0797000006),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
5047,1339168,POINT (444798.6158999996 4110490.4200999998),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5048,1342132,POINT (444298.2845999999 4110369.196799999),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5055,3145212,POINT (445076.92650000006 4110672.8014),PARQUE 28 DE FEBRERO,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
5069,1342451,POINT (444058.72979999986 4111126.0647),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5083,1339274,POINT (444191.2095999997 4111086.132200001),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5097,1338598,POINT (444510.0338000003 4110443.2004000004),SANTA TERESA,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: SANTA TERESA"
5099,1338601,POINT (444514.5329 4110314.5106000006),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5109,1338606,POINT (444517.1967000002 4110289.6295999996),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5123,1338625,POINT (444210.56630000006 4110286.1766999997),ESPAÑA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5143,1338642,POINT (444129.72339999955 4110499.954500001),PONIENTE,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
5191,1338778,POINT (444555.45050000027 4110258.8388),SANTA TERESA,SANTA TERESA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5300,1339169,POINT (444754.5195000004 4110431.4506),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5301,1339182,POINT (444689.1046000002 4110263.0895000007),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5302,1339183,POINT (444688.0020000003 4110260.1633),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5303,1339184,POINT (444684.96779999975 4110252.1106000002),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5304,1339185,POINT (444683.38800000027 4110247.9177),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5305,1339186,POINT (444680.8487 4110241.178200001),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5306,1339192,POINT (444662.6297000004 4110192.8244000003),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5307,1339200,POINT (444631.5432000002 4110110.3209000006),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5308,1339203,POINT (444614.7133999998 4110065.6575000007),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5309,1339204,POINT (444611.15890000015 4110056.1218999997),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5310,1339207,POINT (444593.3680999996 4110008.3956000004),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5311,1339208,POINT (444589.7142000003 4109998.5934999995),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5312,1339211,POINT (444567.79470000044 4109939.793400001),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5387,1339406,POINT (444484.28560000006 4110165.9868),SANTA TERESA,SANTA TERESA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5420,1339451,POINT (444237.80229999963 4110349.111199999),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5461,1339538,POINT (444295.0462999996 4110597.2902000006),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5466,1339560,POINT (444422.0310000004 4110534.7250999995),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5474,1339579,POINT (444633.3108999999 4110707.4340000004),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5619,1339581,POINT (444648.4313000003 4110731.3249999993),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5725,1339730,POINT (444499.0231999997 4110816.0046999995),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5968,1340449,POINT (444411.81379999965 4110379.5731000006),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6005,1340500,POINT (444465.19400000013 4110277.7531000003),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6013,1340519,POINT (444348.14269999973 4110166.5622000005),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6014,1340522,POINT (444344.57990000024 4110167.8115999997),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6020,1340550,POINT (444552.2022000002 4110909.5315000005),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6049,1340621,POINT (444766.54750000034 4110770.9202999994),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
6085,1340755,POINT (444671.3180999998 4110685.520300001),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
6154,1341080,POINT (444372.5976 4110439.8355),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6164,1341088,POINT (444330.14219999965 4110480.248400001),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6165,1341089,POINT (444329.8244000003 4110477.9243),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6166,1341090,POINT (444328.5728000002 4110468.7709),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6167,1341092,POINT (444328.2023 4110466.0610000007),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6168,1341096,POINT (444326.61760000046 4110454.4703),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6169,1341098,POINT (444324.1079000002 4110436.1161),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6170,1341100,POINT (444323.5569000002 4110432.085999999),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6171,1341101,POINT (444332.3783 4110496.6378000006),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6172,1341102,POINT (444322.2762000002 4110422.7205999997),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6173,1341103,POINT (444330.7600999996 4110484.7674000002),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6174,1341104,POINT (444321.9899000004 4110420.6258000005),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6175,1341105,POINT (444330.12650000025 4110480.1328999996),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6176,1341106,POINT (444320.8940000003 4110412.6104000006),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6177,1341107,POINT (444329.1972000003 4110473.3378999997),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
